4,3.87183
4,1.33031
4,1.27568
4,1.52028
4,1.24355
4,1.32234
4,1.23432
4,1.92025
4,1.20809
4,1.28307
4,1.35316
4,1.33067
4,1.15583
4,1.44438
4,1.43337
4,1.46022
4,1.49345
4,1.48804
4,1.28577
4,1.29353
4,1.2394
4,1.27045
4,1.25234
4,1.39146
4,1.33579
4,1.54932
4,1.41383
4,1.68683
4,1.69588
4,1.37314
4,1.30001
4,1.68717
4,1.47794
4,1.60971
4,1.28703
4,1.28481
4,1.20952
4,1.54172
4,1.47138
4,1.50587
4,1.38313
4,1.26931
4,1.4161
4,1.27407
4,1.1737
4,1.64566
4,1.8936
4,1.19031
4,1.33242
4,1.38726
4,1.42727
4,1.533
4,1.42916
4,1.31433
4,1.37218
4,1.45201
4,1.28447
4,1.15531
4,1.27615
4,1.29364
4,1.34622
4,1.4347
4,1.38859
4,1.29752
4,1.54109
4,1.50215
4,1.5657
4,1.4408
4,1.45532
4,1.46555
4,1.28752
4,1.24549
4,1.46511
4,1.4902
4,1.15022
4,1.53267
4,1.27642
4,1.2244
4,1.28722
4,1.63253
4,1.18188
4,1.43014
4,1.17962
4,1.45058
4,1.47365
4,1.3646
4,1.30295
4,1.10268
4,1.21358
4,1.20303
4,1.23154
4,1.29947
4,1.22283
4,1.67345
4,1.51843
4,1.20844
4,1.97786
4,1.34828
4,1.16311
4,1.14584
4,1.33093
4,1.27041
4,1.50453
4,1.46531
4,1.25254
4,1.25903
4,1.27664
4,1.21217
4,1.68812
4,1.34194
4,1.50039
4,1.49546
4,1.51711
4,1.1117
4,1.54976
4,1.59308
4,1.35422
4,1.19617
4,1.15034
4,1.34581
4,1.1334
4,1.35294
4,1.45311
4,1.23509
4,1.33893
4,1.23009
4,1.81005
4,1.37363
4,1.15189
4,1.18491
4,1.6031
4,1.12823
4,1.16237
4,1.2567
4,1.59131
4,1.3205
4,1.16468
4,1.35129
4,1.4731
4,1.25507
4,1.43901
4,1.1167
4,1.41847
4,1.3558
4,1.74506
4,1.69374
4,1.34557
4,1.54613
4,1.38324
4,1.348
4,1.50732
4,1.25077
4,1.41573
4,1.13426
4,1.39711
4,1.27793
4,1.44883
4,1.21064
4,1.44693
4,1.66401
4,1.16646
4,1.33175
4,1.50285
4,1.28273
4,1.69197
4,1.70415
4,1.3226
4,1.24226
4,1.38134
4,1.41063
4,1.21936
4,1.37325
4,1.26208
4,1.15575
4,1.14001
4,1.36458
4,1.6097
4,1.34637
4,1.20975
4,1.55026
4,1.30216
4,1.26084
4,1.14352
4,1.71773
4,1.54982
4,1.39328
4,1.38633
4,1.50703
4,1.73925
4,2.39592
4,1.34674
4,1.22484
4,1.17371
4,1.14818
4,1.78178
4,1.21907
4,1.51875
4,1.53021
4,1.74721
4,1.46936
4,1.87297
4,1.57668
4,1.40252
4,1.29409
4,1.50507
4,1.52416
4,1.32331
4,1.24004
4,1.46666
4,1.271
4,1.3026
4,1.09993
4,1.24455
4,1.24646
4,1.15794
4,1.12477
4,2.07518
4,1.26802
4,1.36237
4,1.22921
4,1.54413
4,1.55117
4,1.49524
4,1.5393
4,1.34562
4,1.56054
4,1.56596
